"","Question","Answer"
"4054","A joke would be nice","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4055","A joke would be welcome","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4056","Any good jokes? ","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4057","Can you give me a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4058","Can you say a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4059","Can you share a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4060","Can you tell me a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4061","got any jokes to say?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4062","Do you have a joke for me","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4063","Got any awesome jokes?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4064","Do you have any jokes?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4065","Do you know a joke?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4066","Do you know any good jokes? ","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4067","Do you know any jokes?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4068","Do you know jokes?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4069","Give me a joke ","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4070","know any jokes?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4071","Can you tell me any jokes? ","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4072","Will you say a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4073","What is a joke you know?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4074","What is your favorite joke?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4075","What jokes do you know?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4076","What's a good joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4077","What's a joke you can tell me?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4078","What's a joke you know?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4079","I'd love to hear a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4080","Will you give me a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4081","wanna share a joke?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4082","Will you share a joke?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4083","Will you tell me a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4084","Would you tell me a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4085","You know a joke?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4086","You know any jokes?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4087","You need to say a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4088","You need to say a joke to me","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4089","What's a joke?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4090","Share a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4091","Please give me a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4092","Please say a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4093","Please share a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4094","Please tell me a funny joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4095","Please tell me a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4096","Please tell me a silly joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4097","Queue up a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4098","What about a joke? ","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4099","Say a joke ","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4100","wanna tell me a joke?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4101","Tell a joke ","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4102","Tell me a joke ","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4103","Time for a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4104","u know a joke?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4105","u know any jokes?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4106","wanna say a joke?","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4107","You need to tell me a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4108","Recite a joke","Why do seagulls fly over the sea? Because if they flew over the bay, they'd be bagels."
"4109","How come you only have one joke?","Two goldfish are in a tank. One looks to the other and says, ""Do you know how to drive this thing?"" Sorry that's all I've got."
"4110","I would enjoy a different joke","Two goldfish are in a tank. One looks to the other and says, ""Do you know how to drive this thing?"" Sorry that's all I've got."
"4111","Got a different joke?","Two goldfish are in a tank. One looks to the other and says, ""Do you know how to drive this thing?"" Sorry that's all I've got."
"4112","Got a new joke?","Two goldfish are in a tank. One looks to the other and says, ""Do you know how to drive this thing?"" Sorry that's all I've got."
"4113","Got a second joke?","Two goldfish are in a tank. One looks to the other and says, ""Do you know how to drive this thing?"" Sorry that's all I've got."
